instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,pctghum,windspeed,comfindex,casual,registered,cnt,simurevenue
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,50%,0.2985,0.008450000000000013,0,31,31,46.5
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,47%,0.2836,0.026919999999999986,2,28,30,50.0
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,40%,0.2836,0.05491999999999998,5,47,52,90.5
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,40%,0.2836,0.05491999999999998,4,50,54,91.0
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,40%,0.2239,0.07282999999999999,0,47,47,70.5
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,40%,0.2239,0.07282999999999999,2,43,45,72.5
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,40%,0.1343,0.09971,4,70,74,121.0
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,40%,0.1045,0.10865,4,174,178,277.0
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,40%,0.2239,0.07282999999999999,1,154,155,235.0
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,47%,0.1642,0.06273999999999999,3,92,95,150.0
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,50%,0.1642,0.06273999999999999,1,73,74,113.5
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,59%,0.194,0.0398,1,37,38,59.5
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,59%,0.1642,0.04874,2,22,24,41.0
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,59%,0.1642,0.04874,0,18,18,27.0
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,59%,0.1045,0.06665000000000001,2,10,12,23.0
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,59%,0.1642,0.04874,0,3,3,4.5
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,55%,0.194,0.05379999999999999,0,3,3,4.5
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,55%,0.1343,0.07171,0,6,6,9.0
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,55%,0.1343,0.07171,0,27,27,40.5
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,55%,0.0,0.11199999999999999,2,97,99,153.5
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,51%,0.0896,0.09912,3,214,217,333.0
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,51%,0.1642,0.07674,3,127,130,202.5
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,51%,0.1642,0.09073999999999999,3,51,54,88.5
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,47%,0.1343,0.09971,4,31,35,62.5
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,51%,0.1045,0.10865,2,55,57,90.5
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,59%,0.0896,0.11311999999999998,6,46,52,93.0
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,59%,0.0896,0.11311999999999998,3,60,63,102.0
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,80%,0.0896,0.08511999999999999,2,45,47,75.5
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,86%,0.2239,0.044829999999999995,4,72,76,124.0
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,86%,0.2239,0.044829999999999995,6,130,136,219.0
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,93%,0.1045,0.08065,1,94,95,145.0
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,93%,0.0,0.11199999999999999,0,51,51,76.5
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,93%,0.194,0.05379999999999999,0,32,32,48.0
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,86%,0.0896,0.08511999999999999,0,20,20,30.0
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,93%,0.1045,0.08065,1,28,29,46.0
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,93%,0.0896,0.08511999999999999,1,18,19,31.0
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,86%,0.0896,0.08511999999999999,0,7,7,10.5
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,86%,0.1045,0.08065,0,6,6,9.0
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,86%,0.1343,0.057710000000000004,0,1,1,1.5
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,86%,0.1642,0.04874,0,5,5,7.5
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,93%,0.1343,0.04370999999999999,0,16,16,24.0
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,69%,0.1343,0.057710000000000004,0,54,54,81.0
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,59%,0.1642,0.06273999999999999,3,125,128,199.5
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,59%,0.3284,0.013479999999999978,3,78,81,129.0
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,55%,0.2239,0.05883000000000001,0,39,39,58.5
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,51%,0.3881,0.023569999999999994,3,32,35,60.0
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,47%,0.5821,-0.034629999999999994,3,52,55,90.0
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,44%,0.3582,0.04654,0,49,49,73.5
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,47%,0.3284,0.041479999999999975,0,44,44,66.0
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,47%,0.4179,0.014630000000000004,1,48,49,76.0
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,44%,0.3284,0.05547999999999999,5,63,68,114.5
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,47%,0.3582,0.032539999999999986,0,139,139,208.5
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,47%,0.5224,-0.016720000000000013,2,135,137,210.5
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,47%,0.4179,0.0006300000000000194,1,82,83,127.0
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,50%,0.3284,0.013479999999999978,2,54,56,89.0
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,55%,0.3284,0.013479999999999978,0,57,57,85.5
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,55%,0.4478,-0.02234,1,32,33,52.0
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,59%,0.4179,-0.027369999999999978,1,19,20,32.5
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,59%,0.2836,0.012920000000000001,1,6,7,13.0
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,50%,0.2836,0.012920000000000001,0,2,2,3.0
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,50%,0.3582,-0.009459999999999996,0,2,2,3.0
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,50%,0.3284,-0.0005200000000000066,0,3,3,4.5
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,50%,0.2537,0.021890000000000007,0,4,4,6.0
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,50%,0.2985,0.008450000000000013,0,3,3,4.5
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,54%,0.1343,0.04370999999999999,0,28,28,42.0
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,54%,0.1343,0.04370999999999999,0,72,72,108.0
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,50%,0.194,0.0398,5,197,202,315.5
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,50%,0.3284,-0.0005200000000000066,2,137,139,213.5
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,50%,0.3582,0.0045399999999999885,2,36,38,62.0
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,44%,0.4478,0.005659999999999998,4,33,37,65.5
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,44%,0.4179,0.014630000000000004,3,49,52,85.5
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,41%,0.4478,0.01966000000000001,2,81,83,129.5
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,41%,0.3881,0.037570000000000006,3,39,42,70.5
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,38%,0.2985,0.07844999999999999,5,55,60,102.5
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,38%,0.3582,0.06053999999999998,2,76,78,122.0
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,40%,0.2836,0.05491999999999998,4,158,162,253.0
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,40%,0.3284,0.041479999999999975,3,141,144,223.5
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,47%,0.2537,0.03588999999999999,1,98,99,151.0
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,47%,0.2239,0.044829999999999995,0,64,64,96.0
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,46%,0.2985,0.008450000000000013,0,40,40,60.0
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,46%,0.3284,-0.0005200000000000066,0,30,30,45.0
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,50%,0.194,0.02579999999999999,1,14,15,25.0
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,50%,0.194,0.02579999999999999,0,14,14,21.0
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,54%,0.1642,0.020739999999999988,0,5,5,7.5
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,54%,0.1343,0.029709999999999993,0,1,1,1.5
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,54%,0.1045,0.03865,0,1,1,1.5
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,54%,0.0896,0.04311999999999999,0,8,8,12.0
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,54%,0.0,0.06999999999999999,0,17,17,25.5
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,74%,0.1642,0.020739999999999988,0,70,70,105.0
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,68%,0.0,0.08399999999999999,2,156,158,242.0
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,69%,0.1343,0.057710000000000004,0,117,117,175.5
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,55%,0.194,0.0678,4,40,44,76.0
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,51%,0.2836,0.04092,6,47,53,94.5
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,44%,0.2537,0.06388999999999999,2,59,61,96.5
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,37%,0.3881,0.037570000000000006,4,73,77,125.5
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,41%,0.2836,0.06892,5,59,64,108.5
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,38%,0.1642,0.11873999999999998,9,59,68,124.5
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,41%,0.1045,0.12265000000000001,3,87,90,142.5
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,41%,0.1642,0.10474,4,155,159,248.5
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,47%,0.0,0.13999999999999999,5,134,139,221.0
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,59%,0.0896,0.08511999999999999,3,89,92,145.5
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,59%,0.0,0.126,0,68,68,102.0
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,69%,0.0,0.11199999999999999,4,48,52,88.0
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,69%,0.0,0.11199999999999999,2,34,36,59.0
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,55%,0.0,0.126,1,26,27,43.0
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,55%,0.0,0.126,3,25,28,49.5
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,59%,0.0896,0.08511999999999999,2,18,20,35.0
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,59%,0.0896,0.08511999999999999,0,12,12,18.0
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,59%,0.0,0.11199999999999999,1,7,8,14.5
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,59%,0.0,0.11199999999999999,0,5,5,7.5
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,59%,0.0,0.11199999999999999,0,1,1,1.5
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,63%,0.1045,0.06665000000000001,1,2,3,7.0
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,63%,0.0,0.098,1,9,10,17.5
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,63%,0.1343,0.057710000000000004,1,22,23,37.0
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,64%,0.1343,0.07171,2,31,33,54.5
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,59%,0.1642,0.07674,2,57,59,93.5
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,55%,0.2239,0.07282999999999999,18,54,72,153.0
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,48%,0.2239,0.10082999999999999,15,74,89,171.0
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,38%,0.2985,0.10645000000000002,21,80,101,204.0
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,39%,0.2836,0.12491999999999999,26,92,118,242.0
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,36%,0.194,0.16579999999999998,21,108,129,246.0
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,34%,0.194,0.1798,33,95,128,274.5
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,36%,0.2836,0.13892,29,54,83,197.0
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,45%,0.2537,0.13389,15,69,84,163.5
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,39%,0.2537,0.14788999999999997,14,60,74,146.0
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,39%,0.2537,0.14788999999999997,6,35,41,76.5
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,39%,0.2239,0.15682999999999997,6,51,57,100.5
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,42%,0.1045,0.17865,0,26,26,39.0
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,45%,0.2836,0.12491999999999999,5,39,44,78.5
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,56%,0.0,0.182,6,33,39,73.5
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,56%,0.1343,0.14171,4,19,23,44.5
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,56%,0.0896,0.15512,3,13,16,31.5
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,69%,0.0,0.154,9,6,15,45.0
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,56%,0.1642,0.13274,0,1,1,1.5
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,56%,0.1642,0.13274,1,1,2,5.5
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,56%,0.1642,0.13274,0,1,1,1.5
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,56%,0.2985,0.07844999999999999,0,3,3,4.5
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,55%,0.2836,0.06892,0,18,18,27.0
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,51%,0.2537,0.07789,3,29,32,55.5
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,51%,0.2836,0.06892,8,71,79,138.5
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,44%,0.2537,0.09188999999999999,23,70,93,197.0
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,41%,0.2836,0.08291999999999998,29,75,104,228.5
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,35%,0.2985,0.09245,23,95,118,234.5
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,36%,0.2537,0.11989000000000001,22,69,91,191.5
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,38%,0.2537,0.10589,35,78,113,257.0
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,38%,0.2239,0.10082999999999999,22,77,99,203.5
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,37%,0.2537,0.07789,23,82,105,215.0
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,40%,0.1642,0.09073999999999999,11,56,67,128.0
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,47%,0.1343,0.08571000000000001,14,47,61,126.5
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,47%,0.1642,0.07674,7,50,57,103.0
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,51%,0.1642,0.07674,6,22,28,57.0
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,49%,0.1343,0.09971,2,19,21,36.5
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,40%,0.1045,0.10865,0,18,18,27.0
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,47%,0.2239,0.07282999999999999,1,16,17,28.0
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,44%,0.194,0.08179999999999998,1,15,16,26.5
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,43%,0.2537,0.049890000000000004,0,8,8,12.0
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,43%,0.194,0.0678,0,2,2,3.0
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,43%,0.1343,0.08571000000000001,1,2,3,7.0
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,43%,0.1642,0.07674,0,1,1,1.5
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,43%,0.194,0.0678,0,5,5,7.5
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,50%,0.1343,0.07171,4,9,13,29.5
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,47%,0.2239,0.044829999999999995,3,30,33,57.0
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,47%,0.2239,0.044829999999999995,8,39,47,90.5
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,50%,0.2537,0.03588999999999999,7,50,57,103.0
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,55%,0.194,0.05379999999999999,9,55,64,118.5
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,47%,0.1343,0.08571000000000001,10,70,80,145.0
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,47%,0.1343,0.08571000000000001,13,80,93,172.0
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,43%,0.1045,0.09465000000000001,12,74,86,159.0
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,47%,0.1642,0.09073999999999999,21,72,93,192.0
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,47%,0.1642,0.09073999999999999,6,76,82,138.0
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,51%,0.194,0.08179999999999998,4,67,71,116.5
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,55%,0.2537,0.049890000000000004,7,85,92,155.5
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,59%,0.194,0.0678,2,58,60,95.0
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,80%,0.194,0.05379999999999999,4,29,33,59.5
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,80%,0.194,0.05379999999999999,3,24,27,48.0
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,93%,0.2537,0.021890000000000007,0,13,13,19.5
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,86%,0.2836,0.026919999999999986,1,3,4,8.5
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,86%,0.3284,0.041479999999999975,0,3,3,4.5
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,86%,0.2239,0.07282999999999999,0,22,22,33.0
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,80%,0.1642,0.10474,2,26,28,47.0
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,87%,0.1642,0.10474,3,32,35,60.0
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,87%,0.194,0.0958,0,61,61,91.5
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,82%,0.194,0.0958,1,124,125,190.0
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,80%,0.1642,0.10474,1,132,133,202.0
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,80%,0.1343,0.11371,1,98,99,151.0
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,87%,0.0,0.154,0,83,83,124.5
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,93%,0.1045,0.12265000000000001,0,41,41,61.5
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,93%,0.0896,0.12712,0,33,33,49.5
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,93%,0.0,0.154,1,19,20,32.5
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,93%,0.0,0.154,0,3,3,4.5
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,93%,0.1343,0.11371,1,6,7,13.0
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,93%,0.1343,0.11371,0,3,3,4.5
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,93%,0.1343,0.11371,1,1,2,5.5
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,93%,0.0896,0.12712,0,7,7,10.5
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,93%,0.0896,0.12712,0,32,32,48.0
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,92%,0.1045,0.13665,1,89,90,137.5
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,93%,0.1045,0.13665,1,196,197,298.0
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,93%,0.1045,0.13665,2,107,109,168.5
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,93%,0.1343,0.14171,1,46,47,73.0
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,87%,0.0896,0.16912000000000002,5,47,52,90.5
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,81%,0.0896,0.18312,5,65,70,117.5
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,62%,0.2836,0.19491999999999998,11,67,78,144.5
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,57%,0.2537,0.20388999999999996,7,68,75,130.0
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,54%,0.2836,0.19491999999999998,4,78,82,133.0
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,57%,0.3881,0.14956999999999998,10,94,104,181.0
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,56%,0.3284,0.15348,7,190,197,313.0
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,61%,0.2836,0.15292,5,156,161,254.0
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,56%,0.4179,0.09863,4,108,112,178.0
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,49%,0.2985,0.13445,2,74,76,119.0
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,49%,0.4179,0.09863,4,55,59,98.5
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,52%,0.1642,0.16074,6,53,59,103.5
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,52%,0.4627,0.07119,1,27,28,44.5
432,2011-01-20,1,0,1,0,0,4,1,1,,0.2273,0.56,56%,0.3881,,5,8,13,32.0
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,56%,0.0,0.182,2,3,5,12.5
434,2011-01-20,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,56%,0.0,0.182,0,2,2,3.0
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,56%,0.1642,0.13274,0,1,1,1.5
436,2011-01-20,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,56%,0.1642,0.13274,0,1,1,1.5
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,60%,0.2239,0.10082999999999999,0,6,6,9.0
438,2011-01-20,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,60%,0.2239,0.08683,0,35,35,52.5
439,2011-01-20,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,55%,0.2239,0.08683,1,100,101,154.0
440,2011-01-20,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,55%,0.2836,0.06892,2,247,249,378.5
